Matrix,Init Time (ms),Best Time (ms),Best col_frac,Best hot_frac
flowmeter5,0.004996,0.004996,1,1
ACTIVSg2000,0.005311,0.004997,0,0
sherman5,0.004997,0.004997,1,1
LF10000,0.005705,0.004999,0,0
spaceStation_11,0.009218,0.005,0,0
ODLIS,0.005612,0.005001,0,0
can_1054,0.005046,0.005001,0,0
adder_dcop_24,0.010073,0.005003,0,0
adder_dcop_31,0.010039,0.005003,0,0
adder_dcop_39,0.010121,0.005003,0,0
can_1072,0.005007,0.005007,1,1
sit100,0.00501,0.00501,1,1
bcsstk06,0.005012,0.005012,1,1
cavity01,0.006286,0.005013,0,0
fpga_dcop_21,0.005014,0.005014,1,1
mycielskian8,0.007337,0.005015,0,0
G44,0.005186,0.005017,0,0
adder_dcop_64,0.010043,0.005017,0,0
bp_800,0.010171,0.005017,0,0
can_256,0.006218,0.005017,0,0
ex36,0.005661,0.005017,0,0
adder_dcop_46,0.009988,0.005018,0,0
goddardRocketProblem_1,0.013855,0.005018,0,0
adder_dcop_54,0.010189,0.005019,0,0
G56,0.005023,0.005023,1,1
adder_dcop_41,0.009975,0.005024,0,0
hor_131,0.005191,0.005024,0,0
utm3060,0.00541,0.005027,0,0
adder_trans_01,0.013768,0.005028,0,0
g7jac010sc,0.005138,0.005028,0,0
delaunay_n13,0.005305,0.005029,0,0
lowThrust_1,0.01061,0.005029,0,0
adder_dcop_52,0.010162,0.00503,0,0
G54,0.008719,0.005032,0,0
dataset22mfeatzernike_10NN,0.005445,0.005032,0,0
fpga_dcop_01,0.005033,0.005033,1,1
fpga_dcop_32,0.005033,0.005033,1,1
fpga_trans_01,0.005272,0.005033,0,0
bp_1600,0.010431,0.005034,0,0
fpga_dcop_18,0.005034,0.005034,1,1
utm1700b,0.005034,0.005034,1,1
adder_dcop_09,0.010334,0.005035,0,0
LeGresley_2508,0.005114,0.005036,0,0
S40PI_n,0.005043,0.005043,1,1
celegans_metabolic,0.011648,0.005043,0,0
bp_1000,0.011352,0.005044,0,0
fs_183_6,0.006,0.005044,0,0
Erdos981,0.00512,0.005047,0,0
adder_dcop_29,0.009998,0.005047,0,0
rajat04,0.010008,0.005047,0,0
rbsb480,0.00512,0.005048,0,0
tumorAntiAngiogenesis_6,0.009451,0.005048,0,0
adder_dcop_50,0.010007,0.005049,0,0
fpga_dcop_06,0.005049,0.005049,1,1
fv3,0.005049,0.005049,1,1
G19,0.009391,0.00505,0,0
adder_dcop_66,0.01004,0.00505,0,0
CurlCurl_0,0.005051,0.005051,1,1
adder_dcop_07,0.01045,0.005051,0,0
adder_dcop_60,0.009985,0.005051,0,0
nasa1824,0.005851,0.005054,0,0
bp_1200,0.010119,0.005056,0,0
qc324,0.007692,0.005059,0,0
adder_dcop_62,0.009905,0.00506,0,0
G43,0.005191,0.005063,0,0
LFAT5000,0.005064,0.005064,1,1
fpga_dcop_11,0.005064,0.005064,1,1
fpga_dcop_45,0.005064,0.005064,1,1
CAG_mat364,0.007278,0.005066,0,0
fpga_dcop_33,0.005066,0.005066,1,1
fpga_dcop_43,0.005066,0.005066,1,1
spaceStation_6,0.00797,0.005066,0,0
spaceStation_9,0.008912,0.005067,0,0
fpga_dcop_09,0.005068,0.005068,1,1
fpga_dcop_26,0.00507,0.00507,1,1
adder_dcop_14,0.00996,0.005071,0,0
pesa,0.005171,0.005072,0,0
spaceShuttleEntry_4,0.008289,0.005075,0,0
west0497,0.005077,0.005077,1,1
adder_dcop_08,0.009921,0.00508,0,0
bcsstk23,0.005463,0.005082,0,0
fpga_dcop_08,0.005082,0.005082,1,1
fpga_dcop_22,0.005082,0.005082,1,1
spaceShuttleEntry_3,0.008131,0.005082,0,0
Kaufhold,0.005999,0.005083,0,0
fpga_dcop_12,0.005083,0.005083,1,1
fpga_dcop_41,0.005083,0.005083,1,1
spaceStation_13,0.00998,0.005083,0,0
Binaryalphadigs_10NN,0.005094,0.005085,0,0
fpga_dcop_35,0.005086,0.005086,1,1
adder_dcop_25,0.010038,0.005089,0,0
fpga_dcop_05,0.005092,0.005092,1,1
G55,0.005096,0.005096,1,1
adder_dcop_49,0.009912,0.005098,0,0
fpga_dcop_48,0.005098,0.005098,1,1
G18,0.008322,0.005099,0,0
adder_dcop_33,0.00995,0.005099,0,0
fpga_dcop_16,0.005099,0.005099,1,1
adder_dcop_69,0.00992,0.0051,0,0
fpga_dcop_20,0.005101,0.005101,1,1
spaceStation_12,0.009175,0.005101,0,0
CSphd,0.005102,0.005102,1,1
fpga_dcop_02,0.005102,0.005102,1,1
spaceStation_8,0.0084,0.005102,0,0
fpga_dcop_46,0.005103,0.005103,1,1
msc00726,0.007629,0.005103,0,0
plantstexture_10NN,0.005339,0.005104,0,0
circuit_1,0.012989,0.005106,0,0
init_adder1,0.010252,0.005107,0,0
fpga_dcop_04,0.005111,0.005111,1,1
fpga_dcop_13,0.005112,0.005112,1,1
str_0,0.005319,0.005112,0,0
cti,0.005635,0.005114,0,0
fpga_dcop_07,0.005114,0.005114,1,1
mycielskian9,0.011274,0.005114,0,0
adder_dcop_27,0.009968,0.005118,0,0
fpga_dcop_28,0.005118,0.005118,1,1
rajat02,0.011876,0.005121,0,0
tumorAntiAngiogenesis_4,0.009169,0.005121,0,0
crack,0.005123,0.005123,1,1
rbsa480,0.005123,0.005123,1,1
fpga_dcop_42,0.005126,0.005126,1,1
gemat12,0.006428,0.005126,0,0
radfr1,0.005346,0.005127,0,0
adder_trans_02,0.013774,0.005129,0,0
fpga_dcop_25,0.005129,0.005129,1,1
fpga_dcop_37,0.005129,0.005129,1,1
fpga_dcop_49,0.005129,0.005129,1,1
adder_dcop_56,0.009943,0.00513,0,0
bcsstk08,0.014552,0.00513,0,0
adder_dcop_63,0.009917,0.005131,0,0
cegb3306,0.007032,0.005131,0,0
epb1,0.005589,0.005131,0,0
bayer09,0.005136,0.005136,1,1
spaceStation_7,0.00791,0.005137,0,0
fpga_dcop_23,0.005139,0.005139,1,1
adder_dcop_13,0.0099,0.005141,0,0
fpga_dcop_31,0.005141,0.005141,1,1
spaceStation_14,0.011976,0.005145,0,0
adder_dcop_03,0.009982,0.005146,0,0
adder_dcop_37,0.010185,0.005146,0,0
ex10,0.005877,0.005148,0,0
fv1,0.005148,0.005148,1,1
tumorAntiAngiogenesis_2,0.008501,0.005148,0,0
adder_dcop_58,0.010073,0.005152,0,0
fd18,0.005152,0.005152,1,1
spaceStation_5,0.007665,0.005152,0,0
fe_4elt2,0.005153,0.005153,1,1
G42,0.012996,0.005155,0,0
tuma1,0.005158,0.005158,1,1
G36,0.012533,0.005159,0,0
G38,0.012965,0.00516,0,0
cavity02,0.006487,0.005161,0,0
bcsstk10,0.005355,0.005162,0,0
TSOPF_RS_b39_c7,0.005163,0.005163,1,1
adder_dcop_02,0.010163,0.005163,0,0
bcsstm34,0.006734,0.005163,0,0
cavity09,0.006809,0.005165,0,0
G41,0.015302,0.00517,0,0
ex2,0.009233,0.00517,0,0
rotor2,0.005886,0.005171,0,0
t2d_q4,0.005171,0.005171,1,1
cz2548,0.005208,0.005176,0,0
fpga_trans_02,0.005379,0.005176,0,0
hangGlider_1,0.007503,0.005176,0,0
adder_dcop_04,0.010121,0.005178,0,0
cca,0.005178,0.005178,1,1
freeFlyingRobot_1,0.008222,0.005179,0,0
whitaker3,0.005181,0.005181,1,1
cavity04,0.00669,0.005183,0,0
eurqsa,0.005907,0.005183,0,0
G37,0.015159,0.005184,0,0
YaleB_10NN,0.006337,0.005185,0,0
t2d_q9,0.005186,0.005186,1,1
adder_dcop_01,0.009979,0.005189,0,0
nasa2146,0.005497,0.00519,0,0
barth5,0.005619,0.005191,0,0
freeFlyingRobot_5,0.007841,0.005191,0,0
fpga_dcop_10,0.005195,0.005195,1,1
ex25,0.006489,0.005196,0,0
adder_dcop_44,0.010188,0.005199,0,0
G39,0.012119,0.005202,0,0
G40,0.012203,0.005205,0,0
G2,0.006907,0.005206,0,0
cz1268,0.005206,0.005206,1,1
G35,0.012173,0.005207,0,0
G7,0.006745,0.005209,0,0
bcsstk26,0.005211,0.005211,1,1
G1,0.006798,0.005212,0,0
ex10hs,0.00556,0.005217,0,0
stokes64s,0.005354,0.005225,0,0
bcsstm27,0.006611,0.005226,0,0
bp_1400,0.010704,0.005227,0,0
ex12,0.00609,0.005228,0,0
G22,0.005452,0.005233,0,0
mycielskian10,0.015442,0.005239,0,0
bcsstk12,0.005386,0.00524,0,0
ex24,0.005747,0.00524,0,0
bodyy5,0.006058,0.005242,0,0
conf5_0-4x4-14,0.005476,0.005243,0,0
GD00_c,0.00525,0.00525,1,1
jazz,0.007291,0.00525,0,0
cavity07,0.006769,0.005253,0,0
conf5_0-4x4-18,0.005491,0.005253,0,0
bcsstk11,0.005327,0.005255,0,0
fv2,0.005255,0.005255,1,1
USAir97,0.009096,0.005256,0,0
bodyy6,0.005955,0.005256,0,0
conf5_0-4x4-10,0.00546,0.005256,0,0
fpga_dcop_24,0.005257,0.005257,1,1
fpga_dcop_47,0.005261,0.005261,1,1
sts4098,0.015467,0.005263,0,0
mcfe,0.007208,0.005265,0,0
mark3jac020,0.006454,0.005266,0,0
stokes64,0.005517,0.005266,0,0
fpga_dcop_15,0.00527,0.00527,1,1
fpga_dcop_14,0.005273,0.005273,1,1
fe_sphere,0.005807,0.005274,0,0
fpga_dcop_03,0.005274,0.005274,1,1
G60,0.005275,0.005275,1,1
cavity05,0.006809,0.005275,0,0
mhd1280a,0.006847,0.005277,0,0
fpga_dcop_34,0.005278,0.005278,1,1
ex28,0.006911,0.005282,0,0
mhd4800a,0.005285,0.005285,1,1
G26,0.00554,0.005287,0,0
conf6_0-4x4-30,0.005621,0.005293,0,0
fpga_dcop_39,0.005296,0.005296,1,1
crystm01,0.005814,0.005298,0,0
fpga_dcop_44,0.005298,0.005298,1,1
bayer02,0.0053,0.0053,1,1
G3,0.006721,0.005302,0,0
delaunay_n14,0.005719,0.005304,0,0
fpga_dcop_27,0.005306,0.005306,1,1
fpga_dcop_38,0.005306,0.005306,1,1
fpga_dcop_29,0.005307,0.005307,1,1
lock2232,0.005579,0.005308,0,0
lock1074,0.007388,0.005309,0,0
viscoplastic1,0.006267,0.00531,0,0
G25,0.005651,0.005311,0,0
freeFlyingRobot_7,0.008157,0.005311,0,0
msc04515,0.005314,0.005314,1,1
tumorAntiAngiogenesis_3,0.00846,0.005317,0,0
ex22,0.006877,0.005318,0,0
fpga_dcop_30,0.005318,0.005318,1,1
fpga_dcop_51,0.005319,0.005319,1,1
fpga_dcop_19,0.005321,0.005321,1,1
cvxqp3,0.005322,0.005322,1,1
ex6,0.006909,0.005322,0,0
conf5_0-4x4-22,0.005439,0.005324,0,0
fpga_dcop_50,0.005324,0.005324,1,1
aug3dcqp,0.005326,0.005326,1,1
big,0.00558,0.005327,0,0
fpga_dcop_40,0.005327,0.005327,1,1
cnae9_10NN,0.012129,0.005328,0,0
spaceStation_10,0.008678,0.005329,0,0
EX3,0.005475,0.005333,0,0
G9,0.006995,0.005335,0,0
msc01050,0.009516,0.005335,0,0
nasa4704,0.005979,0.005335,0,0
lhr02,0.005337,0.005337,1,1
eris1176,0.008245,0.00534,0,0
tomography,0.017103,0.005341,0,0
ex20,0.007073,0.005345,0,0
sherman2,0.005442,0.005348,0,0
G8,0.006894,0.00535,0,0
G23,0.005359,0.005352,0,0
ex27,0.012426,0.005354,0,0
fpga_dcop_17,0.005355,0.005355,1,1
email,0.006113,0.005364,0,0
G31,0.005533,0.005366,0,0
bcsstk27,0.006635,0.005367,0,0
conf6_0-4x4-20,0.005489,0.00537,0,0
G10,0.006779,0.005376,0,0
fpga_dcop_36,0.005383,0.005383,1,1
coater1,0.006372,0.005385,0,0
meg4,0.013829,0.005386,0,0
G4,0.006899,0.00539,0,0
adder_dcop_05,0.009982,0.00539,0,0
mark3jac020sc,0.006422,0.00539,0,0
t60k,0.00539,0.00539,1,1
G27,0.005394,0.005394,1,1
G6,0.006696,0.005394,0,0
add32,0.005399,0.005399,1,1
ex7,0.006832,0.005399,0,0
kineticBatchReactor_1,0.007693,0.005399,0,0
garon1,0.006138,0.005404,0,0
aft02,0.007205,0.005407,0,0
G5,0.006745,0.005408,0,0
nopoly,0.005433,0.005408,0,0
G29,0.005432,0.005414,0,0
conf5_0-4x4-26,0.005489,0.005417,0,0
freeFlyingRobot_6,0.007802,0.005418,0,0
rdist2,0.006791,0.005418,0,0
mhd3200a,0.00542,0.00542,1,1
bayer10,0.005421,0.005421,1,1
aft01,0.005425,0.005425,1,1
shuttle_eddy,0.005665,0.005428,0,0
ex23,0.007056,0.005431,0,0
G24,0.005438,0.005438,1,1
bodyy4,0.005659,0.005441,0,0
rail_20209,0.006104,0.005441,0,0
ford1,0.005446,0.005446,1,1
goddardRocketProblem_2,0.01496,0.005449,0,0
EX4,0.005725,0.005453,0,0
ex9,0.005943,0.005454,0,0
descriptor_xingo6u,0.005455,0.005455,1,1
dynamicSoaringProblem_1,0.010537,0.005457,0,0
email-Eu-core,0.015076,0.005458,0,0
lhr01,0.005466,0.005466,1,1
hangGlider_3,0.008159,0.005467,0,0
msc01440,0.005779,0.005468,0,0
cegb3024,0.006941,0.005469,0,0
G30,0.005586,0.005471,0,0
ex8,0.00759,0.005473,0,0
ex13,0.005805,0.005476,0,0
cz5108,0.005629,0.005478,0,0
LeGresley_4908,0.005569,0.005479,0,0
reorientation_8,0.007968,0.005479,0,0
rajat13,0.014739,0.005486,0,0
TSOPF_FS_b9_c1,0.015198,0.005488,0,0
watt_2,0.006763,0.005488,0,0
lock3491,0.008826,0.00549,0,0
G61,0.005491,0.005491,1,1
nopss_11k,0.005491,0.005491,1,1
barth,0.005495,0.005495,1,1
bips07_3078,0.005508,0.005508,1,1
g7jac020sc,0.007099,0.005511,0,0
bcsstk14,0.005994,0.005516,0,0
ex37,0.007707,0.005519,0,0
bayer03,0.005526,0.005526,1,1
cavity10,0.006771,0.005529,0,0
mark3jac040sc,0.005929,0.00553,0,0
wang4,0.006636,0.005531,0,0
ACTIVSg10K,0.006334,0.005533,0,0
hangGlider_4,0.008569,0.005535,0,0
Alemdar,0.005601,0.005537,0,0
bips98_1450,0.005537,0.005537,1,1
c-28,0.009724,0.005538,0,0
wang3,0.006653,0.005539,0,0
polblogs,0.011834,0.005547,0,0
ABACUS_shell_hd,0.006311,0.005556,0,0
ex31,0.007304,0.005557,0,0
reorientation_7,0.008156,0.005558,0,0
cavity12,0.006899,0.005567,0,0
circuit_2,0.015583,0.00557,0,0
bcsstk15,0.006155,0.005575,0,0
bips07_1693,0.00559,0.00559,1,1
xingo3012,0.00559,0.00559,1,1
bcsstk24,0.007134,0.005593,0,0
ex14,0.005775,0.005596,0,0
mimo8x8_system,0.005596,0.005596,1,1
copter1,0.005872,0.005598,0,0
g7jac020,0.007194,0.005598,0,0
t2dah,0.005828,0.005601,0,0
ABACUS_shell_ld,0.006346,0.005606,0,0
G28,0.005607,0.005607,1,1
dynamicSoaringProblem_3,0.007938,0.005609,0,0
bcsstk13,0.008296,0.005612,0,0
OPF_3754,0.006924,0.005615,0,0
bayer05,0.007444,0.005615,0,0
fxm3_6,0.009288,0.005615,0,0
mark3jac040,0.006033,0.005617,0,0
bips07_1998,0.005621,0.005621,1,1
t2dah_a,0.005705,0.005622,0,0
piston,0.006613,0.005623,0,0
rdist3a,0.008095,0.005623,0,0
cage10,0.00575,0.005624,0,0
netscience,0.005624,0.005624,1,1
ww_vref_6405,0.005631,0.005631,1,1
ex3,0.007153,0.005632,0,0
zeros_nopss_13k,0.005633,0.005633,1,1
rdist1,0.007428,0.005636,0,0
reorientation_4,0.007974,0.005642,0,0
epb2,0.009218,0.005653,0,0
dendrimer,0.013164,0.005656,0,0
spmsrtls,0.006732,0.005656,0,0
bcsstk28,0.008572,0.005657,0,0
cavity06,0.006565,0.005657,0,0
usps_norm_5NN,0.006149,0.005661,0,0
bcsstk18,0.006546,0.005664,0,0
chem_master1,0.008264,0.005665,0,0
zenios,0.005668,0.005668,1,1
email-Eu-core-temporal,0.015174,0.005669,0,0
dynamicSoaringProblem_6,0.008086,0.005672,0,0
bips98_606,0.005678,0.005678,1,1
minsurfo,0.008345,0.005684,0,0
bips98_1142,0.005691,0.005691,1,1
cz10228,0.00583,0.005695,0,0
Goodwin_017,0.007142,0.005701,0,0
mplate,0.005702,0.005702,1,1
Goodwin_010,0.006864,0.005703,0,0
cavity14,0.006989,0.005703,0,0
ABACUS_shell_md,0.006386,0.005707,0,0
cavity08,0.006625,0.005714,0,0
crystm02,0.005718,0.005718,1,1
bips07_2476,0.005719,0.005719,1,1
JapaneseVowelsSmall_10NN,0.006467,0.005721,0,0
bayer08,0.007416,0.005722,0,0
ABACUS_shell_ud,0.006265,0.005731,0,0
bayer06,0.007388,0.005731,0,0
ex26,0.010434,0.005732,0,0
skirt,0.006274,0.005736,0,0
Chem97ZtZ,0.007899,0.005738,0,0
cavity13,0.007041,0.005739,0,0
delaunay_n15,0.007134,0.00574,0,0
t2dah_e,0.005786,0.005744,0,0
mimo46x46_system,0.005745,0.005745,1,1
raefsky1,0.009059,0.005748,0,0
G58,0.017094,0.005749,0,0
Muu,0.006113,0.005753,0,0
raefsky2,0.00884,0.005755,0,0
Goodwin_013,0.006923,0.005759,0,0
hvdc1,0.012494,0.005759,0,0
xingo_afonso_itaipu,0.005759,0.005759,1,1
G59,0.01709,0.005762,0,0
rajat19,0.010705,0.005765,0,0
reorientation_6,0.008067,0.00577,0,0
bayer07,0.007567,0.005772,0,0
mark3jac060sc,0.00732,0.005773,0,0
MISKnowledgeMap,0.00809,0.005778,0,0
dynamicSoaringProblem_5,0.008035,0.005788,0,0
bp_400,0.011149,0.00579,0,0
cavity11,0.007127,0.00579,0,0
nasa2910,0.01186,0.005792,0,0
utm5940,0.005792,0.005792,1,1
cavity15,0.006928,0.005798,0,0
freeFlyingRobot_12,0.007926,0.0058,0,0
shl_400,0.007921,0.005801,0,0
rajat01,0.015563,0.005803,0,0
cavity16,0.007438,0.00581,0,0
c-22,0.012314,0.005815,0,0
ex35,0.005995,0.005816,0,0
mark3jac060,0.007188,0.005817,0,0
s3rmt3m3,0.00641,0.005823,0,0
mbeacxc,0.017468,0.005827,0,0
mahindas,0.006502,0.005831,0,0
cavity24,0.007352,0.005835,0,0
yeast_30NN,0.00713,0.005839,0,0
dynamicSoaringProblem_7,0.008038,0.00584,0,0
cavity20,0.007366,0.005842,0,0
shl_200,0.007244,0.005848,0,0
c-18,0.010231,0.005853,0,0
Harvard500,0.009018,0.005857,0,0
mbeaflw,0.017404,0.00586,0,0
add20,0.008575,0.005864,0,0
freeFlyingRobot_2,0.007825,0.005864,0,0
meg1,0.010621,0.005866,0,0
ca-GrQc,0.008245,0.005867,0,0
cs4,0.005869,0.005869,1,1
dixmaanl,0.008967,0.005881,0,0
s2rmq4m1,0.007239,0.005889,0,0
kineticBatchReactor_5,0.008736,0.005896,0,0
mimo28x28_system,0.005899,0.005899,1,1
cz20468,0.006755,0.005901,0,0
cavity21,0.007123,0.005906,0,0
lowThrust_3,0.00808,0.005906,0,0
foldoc,0.00973,0.005907,0,0
cavity18,0.007385,0.005912,0,0
powersim,0.005912,0.005912,1,1
cavity17,0.007221,0.005914,0,0
cavity22,0.007451,0.005914,0,0
s3rmt3m1,0.006112,0.005916,0,0
reorientation_5,0.008161,0.005922,0,0
shl_0,0.007796,0.005923,0,0
cavity26,0.007456,0.005931,0,0
g3rmt3m3,0.006448,0.005932,0,0
hangGlider_5,0.008611,0.005936,0,0
mark3jac080,0.00674,0.005936,0,0
cavity23,0.007211,0.005942,0,0
SmaGri,0.011322,0.005946,0,0
indianpines_10NN,0.00721,0.005947,0,0
reorientation_1,0.007336,0.005947,0,0
mbeause,0.017096,0.005955,0,0
reorientation_3,0.00811,0.005958,0,0
s1rmq4m1,0.007378,0.005961,0,0
s3rmq4m1,0.007365,0.005963,0,0
bayer04,0.005965,0.005965,1,1
freeFlyingRobot_4,0.007357,0.005972,0,0
comsol,0.012664,0.005977,0,0
SiH4,0.013888,0.005988,0,0
pds10,0.009288,0.005993,0,0
kineticBatchReactor_7,0.0082,0.005999,0,0
s1rmt3m1,0.006003,0.006003,1,1
raefsky6,0.011749,0.006006,0,0
rajat03,0.006324,0.006006,0,0
cavity19,0.007195,0.006009,0,0
coater2,0.007687,0.006011,0,0
freeFlyingRobot_9,0.00803,0.006016,0,0
airfoil_2d,0.006021,0.006021,1,1
s2rmt3m1,0.006098,0.006021,0,0
cavity25,0.007197,0.006023,0,0
g7jac040sc,0.010324,0.006026,0,0
man_5976,0.006894,0.006029,0,0
windtunnel_evap2d,0.006429,0.006037,0,0
bp_600,0.011004,0.006044,0,0
rajat07,0.007559,0.006045,0,0
t520,0.011087,0.006051,0,0
mark3jac080sc,0.006786,0.006054,0,0
NotreDame_yeast,0.006059,0.006059,1,1
TSOPF_RS_b162_c1,0.007683,0.006061,0,0
tandem_vtx,0.007356,0.006062,0,0
c-19,0.014434,0.006063,0,0
rajat06,0.006873,0.006063,0,0
kineticBatchReactor_3,0.008458,0.006082,0,0
freeFlyingRobot_3,0.007702,0.006083,0,0
bcsstk25,0.007809,0.006084,0,0
tols1090,0.007337,0.006084,0,0
igbt3,0.00609,0.00609,1,1
shermanACa,0.012101,0.00609,0,0
shermanACd,0.018609,0.006098,0,0
raefsky5,0.008181,0.006103,0,0
kineticBatchReactor_9,0.008585,0.006111,0,0
ted_B_unscaled,0.006114,0.006114,1,1
