Matrix Name,cd_perf (ms),cusparse_perf (ms)
1138_bus,0.0049,0.0069
144,0.0271,0.0310
2D_27628_bjtcai,0.0070,0.0097
2D_54019_highK,0.0111,0.0136
2cubes_sphere,0.0168,0.0193
333SP,0.3198,0.2911
3D_28984_Tetra,0.0082,0.0107
3D_51448_3D,0.0116,0.0139
3Dspectralwave,0.3036,0.2852
3Dspectralwave2,0.1358,0.1273
3dtube,0.0375,0.0324
3elt,0.0044,0.0068
3elt_dual,0.0048,0.0073
494_bus,0.0048,0.0066
598a,0.0208,0.0238
662_bus,0.0050,0.0067
685_bus,0.0044,0.0073
ABACUS_shell_hd,0.0061,0.0084
ABACUS_shell_ld,0.0058,0.0081
ABACUS_shell_md,0.0061,0.0084
ABACUS_shell_ud,0.0059,0.0081
ACTIVSg10K,0.0056,0.0078
ACTIVSg2000,0.0050,0.0070
ACTIVSg70K,0.0066,0.0090
AS365,0.5264,0.4710
ASIC_100k,0.0113,0.0128
ASIC_100ks,0.0086,0.0113
ASIC_320k,0.0356,0.0286
ASIC_320ks,0.0187,0.0224
ASIC_680k,0.0543,0.0451
ASIC_680ks,0.0417,0.0341
Alemdar,0.0050,0.0078
Andrews,0.0142,0.0180
Baumann,0.0085,0.0127
BenElechi1,0.1221,0.1174
Binaryalphadigs_10NN,0.0048,0.0066
Bump_2911,1.0989,1.1798
CAG_mat1916,0.0060,0.0083
CAG_mat364,0.0047,0.0066
CAG_mat72,0.0043,0.0064
CO,0.0798,0.0725
CSphd,0.0060,0.0091
California,0.0063,0.0080
Chebyshev1,0.0042,0.0069
Chebyshev2,0.0118,0.0072
Chebyshev3,0.0173,0.0073
Chebyshev4,0.2730,0.0479
Chem97ZtZ,0.0046,0.0073
Chevron1,0.0060,0.0089
Chevron2,0.0089,0.0121
Chevron3,0.0457,0.0389
Chevron4,0.0772,0.0667
CollegeMsg,0.0054,0.0076
CoupCons3D,0.2113,0.1937
Cube_Coup_dt0,1.1081,1.1430
Cube_Coup_dt6,1.1084,1.1429
CurlCurl_0,0.0052,0.0077
CurlCurl_1,0.0302,0.0286
CurlCurl_2,0.0995,0.0903
CurlCurl_3,0.1439,0.1405
CurlCurl_4,0.2682,0.2834
DK01R,0.0045,0.0075
Dubcova1,0.0062,0.0088
Dubcova2,0.0120,0.0152
Dubcova3,0.0440,0.0385
EAT_RS,0.0114,0.0120
EAT_SR,0.0097,0.0116
EPA,0.0076,0.0100
EVA,0.0137,0.0147
EX1,0.0046,0.0066
EX2,0.0048,0.0068
EX3,0.0052,0.0074
EX4,0.0053,0.0074
EX5,0.0070,0.0090
EX6,0.0070,0.0090
Ecoli_10NN,0.0044,0.0065
Emilia_923,0.3616,0.3607
Erdos02,0.0063,0.0085
Erdos971,0.0047,0.0068
Erdos972,0.0060,0.0078
Erdos981,0.0046,0.0070
Erdos982,0.0063,0.0078
Erdos991,0.0046,0.0068
Erdos992,0.0060,0.0082
F1,0.2502,0.2283
F2,0.0553,0.0517
FA,0.0064,0.0087
FEM_3D_thermal1,0.0068,0.0091
FEM_3D_thermal2,0.0426,0.0364
Fashion_MNIST_norm_10NN,0.0071,0.0104
Fault_639,0.2549,0.2471
Flan_1565,0.9964,1.0349
Freescale1,0.2692,0.2781
Freescale2,0.2812,0.2781
FullChip,0.3309,0.3139
G1,0.0052,0.0073
G10,0.0049,0.0071
G11,0.0043,0.0068
G12,0.0043,0.0068
G13,0.0041,0.0069
G14,0.0045,0.0067
G15,0.0046,0.0070
G16,0.0048,0.0073
G17,0.0046,0.0070
G18,0.0048,0.0071
G19,0.0045,0.0068
G2,0.0049,0.0073
G20,0.0045,0.0067
G21,0.0048,0.0071
G22,0.0053,0.0077
G23,0.0051,0.0079
G24,0.0055,0.0081
G25,0.0052,0.0082
G26,0.0054,0.0079
G27,0.0052,0.0080
G28,0.0052,0.0080
G29,0.0053,0.0078
G2_circuit,0.0088,0.0128
G3,0.0050,0.0073
G30,0.0052,0.0077
G31,0.0052,0.0078
G32,0.0042,0.0069
G33,0.0043,0.0070
G34,0.0044,0.0070
G35,0.0049,0.0073
G36,0.0050,0.0070
G37,0.0051,0.0075
G38,0.0049,0.0074
G39,0.0049,0.0075
G3_circuit,0.1047,0.1061
G4,0.0050,0.0075
G40,0.0050,0.0073
G41,0.0048,0.0073
G42,0.0049,0.0075
G43,0.0050,0.0072
G44,0.0049,0.0072
G45,0.0047,0.0071
G46,0.0047,0.0071
G47,0.0050,0.0073
G48,0.0045,0.0071
G49,0.0042,0.0069
G5,0.0052,0.0073
G50,0.0043,0.0068
G51,0.0046,0.0067
G52,0.0048,0.0069
G53,0.0045,0.0069
G54,0.0045,0.0069
G55,0.0051,0.0074
G56,0.0052,0.0076
G57,0.0043,0.0068
G58,0.0064,0.0085
G59,0.0064,0.0085
G6,0.0053,0.0073
G60,0.0055,0.0077
G61,0.0053,0.0075
G62,0.0045,0.0070
G63,0.0064,0.0081
G64,0.0064,0.0081
G65,0.0044,0.0069
G66,0.0044,0.0069
G67,0.0045,0.0071
G7,0.0051,0.0072
G8,0.0052,0.0072
G9,0.0051,0.0072
GAP-road,1.1702,1.1334
GAP-web,16.8619,17.6583
GD00_c,0.0056,0.0075
GD06_Java,0.0046,0.0069
GD96_a,0.0052,0.0073
GT01R,0.0068,0.0093
G_n_pin_pout,0.0149,0.0175
Ga10As10H30,0.0640,0.0575
Ga19As19H42,0.0875,0.0798
Ga3As3H12,0.0616,0.0519
Ga41As41H72,0.1694,0.1559
GaAsH6,0.0397,0.0317
Ge87H76,0.0788,0.0720
Ge99H100,0.0829,0.0759
Geo_1438,0.5506,0.5797
Glass_10NN,0.0045,0.0068
Goodwin_010,0.0047,0.0071
Goodwin_013,0.0052,0.0074
Goodwin_017,0.0051,0.0074
Goodwin_023,0.0058,0.0080
Goodwin_030,0.0064,0.0085
Goodwin_040,0.0082,0.0105
Goodwin_054,0.0114,0.0134
Goodwin_071,0.0155,0.0188
Goodwin_095,0.0403,0.0347
Goodwin_127,0.0643,0.0579
H2O,0.0207,0.0225
HEP-th-new,0.0111,0.0139
HEP-th,0.0101,0.0130
HTC_336_4438,0.0110,0.0154
HTC_336_9129,0.0104,0.0150
HV15R,2.2509,2.4160
Hamrle2,0.0047,0.0072
Hamrle3,0.0858,0.0818
Hardesty1,0.1300,0.1193
Harvard500,0.0050,0.0068
Hook_1498,0.5413,0.5612
Ill_Stokes,0.0077,0.0103
JapaneseVowelsSmall_10NN,0.0058,0.0081
Journals,0.0047,0.0068
Kaufhold,0.0047,0.0073
Kohonen,0.0081,0.0113
Kuu,0.0064,0.0087
L-9,0.0053,0.0074
L,0.0046,0.0069
LF10000,0.0048,0.0076
LFAT5000,0.0054,0.0074
LeGresley_2508,0.0045,0.0069
LeGresley_4908,0.0050,0.0071
LeGresley_87936,0.0090,0.0118
Lederberg,0.0069,0.0088
Lin,0.0164,0.0207
Linux_call_graph,0.0161,0.0190
Long_Coup_dt0,0.7622,0.7769
Long_Coup_dt6,0.7620,0.7765
M10PI_n,0.0044,0.0068
M10PI_n1,0.0046,0.0070
M20PI_n,0.0044,0.0068
M20PI_n1,0.0045,0.0071
M40PI_n,0.0045,0.0072
M40PI_n1,0.0047,0.0069
M6,0.4815,0.4269
M80PI_n,0.0050,0.0075
M80PI_n1,0.0047,0.0075
MISKnowledgeMap,0.0058,0.0082
ML_Geer,0.9483,0.9763
ML_Laplace,0.2465,0.2354
Muu,0.0055,0.0079
NACA0015,0.0809,0.0748
NLR,0.6248,0.5713
Na5,0.0070,0.0092
NotreDame_www,0.0333,0.0502
NotreDame_yeast,0.0055,0.0073
ODLIS,0.0049,0.0073
OPF_10000,0.0073,0.0101
OPF_3754,0.0055,0.0082
OPF_6000,0.0063,0.0089
Olivetti_norm_10NN,0.0047,0.0069
Oregon-1,0.0353,0.0079
Oregon-2,0.0364,0.0080
PFlow_742,0.3287,0.3184
PGPgiantcompo,0.0062,0.0085
PR02R,0.0826,0.0773
Pd,0.0051,0.0077
Plants_10NN,0.0046,0.0070
Pres_Poisson,0.0082,0.0110
Queen_4147,2.6479,2.9216
RFdevice,0.0068,0.0096
RM07R,0.3341,0.3124
Raj1,0.0136,0.0174
Reuters911,0.0097,0.0113
Roget,0.0050,0.0072
S10PI_n,0.0046,0.0070
S10PI_n1,0.0048,0.0071
S20PI_n,0.0044,0.0070
S20PI_n1,0.0045,0.0070
S40PI_n,0.0047,0.0072
S40PI_n1,0.0047,0.0073
S80PI_n,0.0049,0.0074
S80PI_n1,0.0046,0.0070
SciMet,0.0056,0.0076
Serena,0.5824,0.5869
Si10H16,0.0101,0.0133
Si2,0.0047,0.0071
Si34H36,0.0558,0.0488
Si41Ge41H72,0.1377,0.1262
Si5H12,0.0097,0.0126
Si87H76,0.1041,0.0972
SiH4,0.0059,0.0082
SiNa,0.0060,0.0082
SiO,0.0137,0.0163
SiO2,0.1071,0.0933
Sieber,0.0046,0.0073
SmaGri,0.0054,0.0076
Spectro_10NN,0.0048,0.0076
Stanford,0.0392,0.0381
Stanford_Berkeley,2.7037,0.0741
StocF-1465,0.2141,0.2165
TEM152078,0.0692,0.0628
TEM181302,0.0812,0.0743
TEM27623,0.0075,0.0100
TS,0.0047,0.0070
TSC_OPF_1047,0.0150,0.0151
TSC_OPF_300,0.0089,0.0113
TSOPF_FS_b162_c1,0.0078,0.0101
TSOPF_FS_b162_c3,0.0145,0.0159
TSOPF_FS_b162_c4,0.0190,0.0202
TSOPF_FS_b300,0.0458,0.0400
TSOPF_FS_b300_c1,0.0459,0.0399
TSOPF_FS_b300_c2,0.0805,0.0742
TSOPF_FS_b300_c3,0.1171,0.1081
TSOPF_FS_b39_c19,0.2241,0.0180
TSOPF_FS_b39_c30,0.3712,0.0295
TSOPF_FS_b39_c7,0.0791,0.0110
TSOPF_FS_b9_c1,0.0046,0.0068
TSOPF_FS_b9_c6,0.0466,0.0075
TSOPF_RS_b162_c1,0.0056,0.0080
TSOPF_RS_b162_c3,0.0077,0.0103
TSOPF_RS_b162_c4,0.0089,0.0115
TSOPF_RS_b2052_c1,0.0635,0.0562
TSOPF_RS_b2383,0.1374,0.1228
TSOPF_RS_b2383_c1,0.1374,0.1230
TSOPF_RS_b300_c1,0.0119,0.0140
TSOPF_RS_b300_c2,0.0297,0.0276
TSOPF_RS_b300_c3,0.0457,0.0424
TSOPF_RS_b39_c19,0.0086,0.0108
TSOPF_RS_b39_c30,0.0116,0.0135
TSOPF_RS_b39_c7,0.0060,0.0083
TSOPF_RS_b678_c1,0.0448,0.0392
TSOPF_RS_b678_c2,0.0810,0.0731
TSOPF_RS_b9_c6,0.0050,0.0073
Transport,0.2295,0.2429
Trefethen_150,0.0043,0.0067
Trefethen_200,0.0046,0.0068
Trefethen_2000,0.0050,0.0072
Trefethen_20000,0.0091,0.0116
Trefethen_20000b,0.0092,0.0120
Trefethen_200b,0.0045,0.0072
Trefethen_300,0.0044,0.0065
Trefethen_500,0.0045,0.0066
Trefethen_700,0.0046,0.0068
USAir97,0.0049,0.0070
USpowerGrid,0.0053,0.0078
Vehicle_10NN,0.0045,0.0069
Wordnet3,0.0180,0.0087
YaleA_10NN,0.0046,0.0068
YaleB_10NN,0.0050,0.0073
Zd_Jac2,0.0146,0.0160
Zd_Jac2_db,0.0099,0.0123
Zd_Jac3,0.0163,0.0163
Zd_Jac3_db,0.0100,0.0122
Zd_Jac6,0.0152,0.0160
Zd_Jac6_db,0.0098,0.0119
Zewail,0.0068,0.0082
Zhao1,0.0054,0.0083
Zhao2,0.0055,0.0085
a0nsdsil,0.2318,0.0095
a2nnsnsl,0.2310,0.0098
a5esindl,0.1790,0.0088
adaptive,0.4646,0.4669
add20,0.0049,0.0074
add32,0.0048,0.0069
adder_dcop_01,0.0049,0.0071
adder_dcop_02,0.0048,0.0074
adder_dcop_03,0.0048,0.0071
adder_dcop_04,0.0053,0.0072
adder_dcop_05,0.0052,0.0072
adder_dcop_06,0.0047,0.0072
adder_dcop_07,0.0049,0.0074
adder_dcop_08,0.0048,0.0074
adder_dcop_09,0.0046,0.0073
adder_dcop_10,0.0048,0.0072
adder_dcop_11,0.0047,0.0074
adder_dcop_12,0.0046,0.0072
adder_dcop_13,0.0047,0.0074
adder_dcop_14,0.0047,0.0072
adder_dcop_15,0.0048,0.0074
adder_dcop_16,0.0046,0.0074
adder_dcop_17,0.0046,0.0072
adder_dcop_18,0.0046,0.0072
adder_dcop_19,0.0046,0.0073
adder_dcop_20,0.0048,0.0071
adder_dcop_21,0.0048,0.0074
adder_dcop_22,0.0046,0.0073
adder_dcop_23,0.0046,0.0073
adder_dcop_24,0.0046,0.0073
adder_dcop_25,0.0048,0.0075
adder_dcop_26,0.0046,0.0074
adder_dcop_27,0.0046,0.0074
adder_dcop_28,0.0048,0.0072
adder_dcop_29,0.0046,0.0072
adder_dcop_30,0.0046,0.0071
adder_dcop_31,0.0046,0.0071
adder_dcop_32,0.0046,0.0071
adder_dcop_33,0.0046,0.0071
adder_dcop_34,0.0047,0.0074
adder_dcop_35,0.0046,0.0071
adder_dcop_36,0.0046,0.0072
adder_dcop_37,0.0048,0.0074
adder_dcop_38,0.0046,0.0071
adder_dcop_39,0.0047,0.0074
adder_dcop_40,0.0046,0.0073
adder_dcop_41,0.0046,0.0072
adder_dcop_42,0.0046,0.0072
adder_dcop_43,0.0048,0.0074
adder_dcop_44,0.0046,0.0073
adder_dcop_45,0.0047,0.0074
adder_dcop_46,0.0046,0.0073
adder_dcop_47,0.0046,0.0073
adder_dcop_48,0.0046,0.0072
adder_dcop_49,0.0046,0.0074
adder_dcop_50,0.0045,0.0070
adder_dcop_51,0.0046,0.0074
adder_dcop_52,0.0047,0.0074
adder_dcop_53,0.0048,0.0074
adder_dcop_54,0.0046,0.0072
adder_dcop_55,0.0046,0.0072
adder_dcop_56,0.0046,0.0072
adder_dcop_57,0.0046,0.0073
adder_dcop_58,0.0046,0.0071
adder_dcop_59,0.0046,0.0071
adder_dcop_60,0.0045,0.0070
adder_dcop_61,0.0046,0.0072
adder_dcop_62,0.0046,0.0073
adder_dcop_63,0.0045,0.0070
adder_dcop_64,0.0047,0.0074
adder_dcop_65,0.0046,0.0072
adder_dcop_66,0.0048,0.0074
adder_dcop_67,0.0046,0.0071
adder_dcop_68,0.0045,0.0071
adder_dcop_69,0.0045,0.0071
adder_trans_01,0.0049,0.0068
adder_trans_02,0.0050,0.0071
af23560,0.0074,0.0095
af_0_k101,0.1646,0.1572
af_1_k101,0.1648,0.1576
af_2_k101,0.1647,0.1573
af_3_k101,0.1646,0.1574
af_4_k101,0.1648,0.1574
af_5_k101,0.1647,0.1574
af_shell1,0.1650,0.1577
af_shell10,0.4684,0.4895
af_shell2,0.1650,0.1576
af_shell3,0.1650,0.1577
af_shell4,0.1651,0.1579
af_shell5,0.1650,0.1576
af_shell6,0.1651,0.1575
af_shell7,0.1649,0.1577
af_shell8,0.1649,0.1575
af_shell9,0.1649,0.1574
aft01,0.0053,0.0076
aft02,0.0056,0.0077
airfoil1,0.0043,0.0071
airfoil1_dual,0.0046,0.0072
airfoil_2d,0.0065,0.0090
ak2010,0.0070,0.0092
al2010,0.0163,0.0211
amazon-2008,0.0670,0.0563
amazon0302,0.0154,0.0203
amazon0312,0.0433,0.0394
amazon0505,0.0452,0.0396
amazon0601,0.0451,0.0400
analytics,0.0222,0.0236
apache1,0.0074,0.0108
apache2,0.0633,0.0538
appu,0.0303,0.0362
ar2010,0.0125,0.0175
arabic-2005,5.5996,6.0007
arc130,0.0043,0.0066
as-22july06,0.0065,0.0087
as-735,0.0068,0.0079
as-Skitter,0.2483,0.2324
as-caida,0.0076,0.0098
ash292,0.0044,0.0067
asia_osm,0.4759,0.4898
astro-ph,0.0072,0.0092
atmosmodd,0.1057,0.1008
atmosmodj,0.1057,0.1008
atmosmodl,0.1211,0.1199
atmosmodm,0.1211,0.1199
audikw_1,0.7006,0.6727
aug2d,0.0055,0.0076
aug2dc,0.0051,0.0078
aug3d,0.0056,0.0081
aug3dcqp,0.0055,0.0080
auto,0.0866,0.0824
av41092,0.0156,0.0166
az2010,0.0170,0.0207
b2_ss,0.0048,0.0070
b_dyn,0.0049,0.0071
barrier2-1,0.0442,0.0363
barrier2-10,0.0448,0.0376
barrier2-11,0.0448,0.0386
barrier2-12,0.0448,0.0378
barrier2-2,0.0442,0.0363
barrier2-3,0.0443,0.0365
barrier2-4,0.0442,0.0363
barrier2-9,0.0448,0.0376
barth,0.0057,0.0083
barth4,0.0047,0.0073
barth5,0.0053,0.0076
bauru5727,0.0057,0.0080
bayer01,0.0064,0.0091
bayer02,0.0051,0.0075
bayer03,0.0053,0.0077
bayer04,0.0058,0.0082
bayer05,0.0050,0.0071
bayer06,0.0047,0.0069
bayer07,0.0048,0.0072
bayer08,0.0049,0.0071
bayer09,0.0055,0.0076
bayer10,0.0051,0.0074
bbmat,0.0145,0.0177
bcircuit,0.0069,0.0096
bcspwr04,0.0044,0.0065
bcspwr05,0.0048,0.0066
bcspwr06,0.0049,0.0068
bcspwr07,0.0048,0.0067
bcspwr08,0.0049,0.0070
bcspwr09,0.0048,0.0071
bcspwr10,0.0052,0.0074
bcsstk02,0.0046,0.0064
bcsstk04,0.0046,0.0067
bcsstk05,0.0043,0.0067
bcsstk06,0.0046,0.0066
bcsstk07,0.0044,0.0067
bcsstk08,0.0049,0.0068
bcsstk09,0.0045,0.0074
bcsstk10,0.0047,0.0069
bcsstk11,0.0047,0.0073
bcsstk12,0.0046,0.0070
bcsstk13,0.0052,0.0077
bcsstk14,0.0049,0.0073
bcsstk15,0.0053,0.0074
bcsstk16,0.0061,0.0085
bcsstk17,0.0069,0.0095
bcsstk18,0.0055,0.0076
bcsstk19,0.0043,0.0071
bcsstk20,0.0043,0.0068
bcsstk21,0.0044,0.0066
bcsstk23,0.0048,0.0070
bcsstk24,0.0054,0.0075
bcsstk25,0.0062,0.0088
bcsstk26,0.0047,0.0067
bcsstk27,0.0048,0.0069
bcsstk28,0.0056,0.0080
bcsstk29,0.0078,0.0103
bcsstk30,0.0158,0.0192
bcsstk31,0.0119,0.0142
bcsstk32,0.0156,0.0190
bcsstk33,0.0080,0.0103
bcsstk34,0.0045,0.0067
bcsstk35,0.0124,0.0153
bcsstk36,0.0109,0.0136
bcsstk37,0.0111,0.0137
bcsstk38,0.0065,0.0090
bcsstk39,0.0162,0.0196
bcsstm07,0.0044,0.0065
bcsstm08,0.0052,0.0076
bcsstm09,0.0049,0.0078
bcsstm10,0.0047,0.0068
bcsstm11,0.0048,0.0078
bcsstm12,0.0048,0.0075
bcsstm13,0.0053,0.0079
bcsstm21,0.0054,0.0079
bcsstm23,0.0054,0.0078
bcsstm24,0.0052,0.0078
bcsstm25,0.0055,0.0082
bcsstm26,0.0053,0.0080
bcsstm27,0.0048,0.0070
bcsstm34,0.0047,0.0071
bcsstm35,0.0073,0.0101
bcsstm36,0.0064,0.0087
bcsstm37,0.0071,0.0099
bcsstm38,0.0073,0.0089
bcsstm39,0.0057,0.0081
belgium_osm,0.0615,0.0592
benzene,0.0062,0.0087
bfly,0.0057,0.0084
bfwa398,0.0043,0.0068
bfwa782,0.0046,0.0071
bfwb398,0.0043,0.0065
bfwb782,0.0043,0.0068
bibd_81_2,0.0051,0.0076
big,0.0053,0.0078
big_dual,0.0051,0.0079
biplane-9,0.0056,0.0079
bips07_1693,0.0051,0.0077
bips07_1998,0.0056,0.0077
bips07_2476,0.0054,0.0078
bips07_3078,0.0053,0.0074
bips98_1142,0.0052,0.0073
bips98_1450,0.0053,0.0077
bips98_606,0.0049,0.0074
blckhole,0.0044,0.0066
blockqp1,0.0083,0.0104
bloweya,0.0058,0.0078
bloweybl,0.0057,0.0078
bloweybq,0.0341,0.0073
bmw3_2,0.1093,0.1029
bmw7st_1,0.0742,0.0698
bmwcra_1,0.1019,0.0971
bodyy4,0.0052,0.0075
bodyy5,0.0050,0.0075
bodyy6,0.0051,0.0076
bone010,0.6188,0.6201
boneS01,0.0695,0.0639
boneS10,0.4829,0.4783
boyd1,0.0116,0.0139
boyd2,0.0159,0.0200
bp_0,0.0053,0.0071
bp_1000,0.0049,0.0070
bp_1200,0.0049,0.0068
bp_1400,0.0049,0.0067
bp_1600,0.0050,0.0072
bp_200,0.0048,0.0069
bp_400,0.0049,0.0072
bp_600,0.0051,0.0069
bp_800,0.0051,0.0069
brack2,0.0093,0.0126
brainpc2,0.0057,0.0082
bratu3d,0.0058,0.0078
breasttissue_10NN,0.0043,0.0067
bundle1,0.0358,0.0115
bundle_adj,2.1649,0.1663
bwm2000,0.0048,0.0071
c-18,0.0048,0.0078
c-19,0.0051,0.0071
c-20,0.0051,0.0071
c-21,0.0062,0.0074
c-22,0.0048,0.0071
c-23,0.0066,0.0074
c-24,0.0054,0.0073
c-25,0.0049,0.0077
c-26,0.0054,0.0075
c-27,0.0060,0.0073
c-28,0.0047,0.0071
c-29,0.0062,0.0077
c-30,0.0201,0.0077
c-31,0.0059,0.0078
c-32,0.0215,0.0075
c-33,0.0052,0.0076
c-34,0.0058,0.0077
c-35,0.0055,0.0074
c-36,0.0056,0.0077
c-37,0.0057,0.0074
c-38,0.0064,0.0077
c-39,0.0059,0.0081
c-40,0.0056,0.0081
c-41,0.0060,0.0076
c-42,0.0060,0.0077
c-43,0.0056,0.0083
c-44,0.0055,0.0076
c-45,0.0434,0.0082
c-46,0.0056,0.0079
c-47,0.0074,0.0088
c-48,0.0065,0.0079
c-49,0.0059,0.0081
c-50,0.0070,0.0086
c-51,0.0069,0.0083
c-52,0.0071,0.0082
c-53,0.0075,0.0093
c-54,0.0082,0.0097
c-55,0.0084,0.0099
c-56,0.0071,0.0094
c-57,0.1177,0.0095
c-58,0.0086,0.0120
c-59,0.0093,0.0110
c-60,0.0068,0.0089
c-61,0.0068,0.0090
c-62,0.0093,0.0113
c-62ghs,0.0094,0.0113
c-63,0.0079,0.0104
c-64,0.0104,0.0118
c-64b,0.0104,0.0119
c-65,0.0072,0.0097
c-66,0.0084,0.0107
c-66b,0.0085,0.0107
c-67,0.0080,0.0108
c-67b,0.0080,0.0107
c-68,0.0087,0.0113
c-69,0.0096,0.0118
c-70,0.0098,0.0120
c-71,0.0108,0.0136
c-72,0.0095,0.0125
c-73,0.0131,0.0161
c-73b,0.0131,0.0159
c-big,0.0319,0.0298
ca-AstroPh,0.0125,0.0138
ca-CondMat,0.0078,0.0106
ca-GrQc,0.0058,0.0076
ca-HepPh,0.0095,0.0108
ca-HepTh,0.0057,0.0087
ca2010,0.0538,0.0497
cage,0.0044,0.0065
cage10,0.0056,0.0080
cage11,0.0090,0.0113
cage12,0.0204,0.0231
cage13,0.0835,0.0730
cage14,0.2717,0.2696
cage15,0.9995,0.9985
cage7,0.0043,0.0064
cage8,0.0045,0.0072
cage9,0.0049,0.0072
caidaRouterLevel,0.0191,0.0220
can_1054,0.0045,0.0071
can_1072,0.0045,0.0067
can_144,0.0046,0.0067
can_161,0.0042,0.0067
can_187,0.0041,0.0071
can_229,0.0043,0.0067
can_256,0.0047,0.0067
can_268,0.0044,0.0064
can_292,0.0044,0.0066
can_445,0.0042,0.0067
can_634,0.0044,0.0068
can_715,0.0044,0.0068
can_838,0.0046,0.0070
cant,0.0448,0.0407
case39,0.1087,0.0126
case9,0.0467,0.0077
cavity01,0.0045,0.0069
cavity02,0.0045,0.0068
cavity03,0.0047,0.0070
cavity04,0.0044,0.0067
cavity05,0.0048,0.0073
